journey_id,event_type,event_time,ad_product,format,placement,creative,interaction_type,marketplace,advertiser_id,users,converted_users,purchase_count,revenue,new_to_brand_purchases
cohort_095,TOUCHPOINT,2026-01-17T09:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,IMPRESSION,,,,,,,
cohort_095,TOUCHPOINT,2026-01-18T10:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,,,,,,,
cohort_095,TOUCHPOINT,2026-01-19T11:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,IMPRESSION,,,,,,,
cohort_095,CONVERSION,2026-01-20T18:00:00Z,,,,,,US,adv_demo_001,15,8,9,816.72,3
cohort_096,TOUCHPOINT,2026-01-27T09:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,CLICK,,,,,,,
cohort_096,TOUCHPOINT,2026-01-28T10:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,,,,,,,
cohort_096,TOUCHPOINT,2026-01-29T11:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,CLICK,,,,,,,
cohort_096,TOUCHPOINT,2026-01-30T12:00:00Z,AMAZON_DSP,AUDIO,,,IMPRESSION,,,,,,,
cohort_096,CONVERSION,2026-01-31T18:00:00Z,,,,,,US,adv_demo_001,16,10,11,1023.63,2
cohort_097,TOUCHPOINT,2026-02-09T09:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,VIDEO,IMPRESSION,,,,,,,
cohort_097,TOUCHPOINT,2026-02-10T10:00:00Z,AMAZON_DSP,AUDIO,,,IMPRESSION,,,,,,,
cohort_097,CONVERSION,2026-02-11T18:00:00Z,,,,,,US,adv_demo_001,17,5,6,562.88,2
cohort_098,TOUCHPOINT,2026-02-19T09:00:00Z,SPONSORED_DISPLAY,VIDEO,PRODUCT_PAGE,VIDEO,CLICK,,,,,,,
cohort_098,TOUCHPOINT,2026-02-20T10:00:00Z,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,,,,,,,
cohort_098,TOUCHPOINT,2026-02-21T11:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,CLICK,,,,,,,
cohort_098,CONVERSION,2026-02-22T18:00:00Z,,,,,,US,adv_demo_001,18,8,8,619.40,2
cohort_099,TOUCHPOINT,2026-03-01T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,,,,,,,
cohort_099,TOUCHPOINT,2026-03-02T10:00:00Z,AMAZON_DSP,ONLINE_VIDEO,,VIDEO,IMPRESSION,,,,,,,
cohort_099,TOUCHPOINT,2026-03-03T11:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,VIDEO,IMPRESSION,,,,,,,
cohort_099,TOUCHPOINT,2026-03-04T12:00:00Z,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,,,,,,,
cohort_099,CONVERSION,2026-03-05T18:00:00Z,,,,,,US,adv_demo_001,12,7,9,1151.70,1
cohort_100,TOUCHPOINT,2026-03-14T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,,,,,,,
cohort_100,TOUCHPOINT,2026-03-15T10:00:00Z,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,,,,,,,
cohort_100,CONVERSION,2026-03-16T18:00:00Z,,,,,,US,adv_demo_001,13,8,9,1151.70,3
cohort_101,TOUCHPOINT,2026-03-24T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,,,,,,,
cohort_101,TOUCHPOINT,2026-03-25T10:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_101,TOUCHPOINT,2026-03-26T11:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,,,,,,,
cohort_101,CONVERSION,2026-03-27T18:00:00Z,,,,,,US,adv_demo_001,14,5,5,338.30,1
cohort_102,TOUCHPOINT,2026-01-08T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,,,,,,,
cohort_102,TOUCHPOINT,2026-01-09T10:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,CLICK,,,,,,,
cohort_102,TOUCHPOINT,2026-01-10T11:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,,,,,,,
cohort_102,TOUCHPOINT,2026-01-11T12:00:00Z,SPONSORED_BRANDS,DISPLAY,REST_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_102,CONVERSION,2026-01-12T18:00:00Z,,,,,,US,adv_demo_001,15,7,8,618.18,2
cohort_103,TOUCHPOINT,2026-01-21T09:00:00Z,AMAZON_DSP,AUDIO,,,IMPRESSION,,,,,,,
cohort_103,TOUCHPOINT,2026-01-22T10:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,IMPRESSION,,,,,,,
cohort_103,CONVERSION,2026-01-23T18:00:00Z,,,,,,US,adv_demo_001,16,9,10,921.37,2
cohort_104,TOUCHPOINT,2026-01-31T09:00:00Z,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,,,,,,,
cohort_104,TOUCHPOINT,2026-02-01T10:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,CLICK,,,,,,,
cohort_104,TOUCHPOINT,2026-02-02T11:00:00Z,AMAZON_DSP,ONLINE_VIDEO,,VIDEO,IMPRESSION,,,,,,,
cohort_104,CONVERSION,2026-02-03T18:00:00Z,,,,,,US,adv_demo_001,17,10,11,1283.25,3
cohort_105,TOUCHPOINT,2026-02-10T09:00:00Z,AMAZON_DSP,ONLINE_VIDEO,,VIDEO,IMPRESSION,,,,,,,
cohort_105,TOUCHPOINT,2026-02-11T10:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,IMPRESSION,,,,,,,
cohort_105,TOUCHPOINT,2026-02-12T11:00:00Z,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,,,,,,,
cohort_105,TOUCHPOINT,2026-02-13T12:00:00Z,SPONSORED_DISPLAY,VIDEO,PRODUCT_PAGE,VIDEO,CLICK,,,,,,,
cohort_105,CONVERSION,2026-02-14T18:00:00Z,,,,,,US,adv_demo_001,18,6,7,596.20,2
cohort_106,TOUCHPOINT,2026-02-23T09:00:00Z,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,,,,,,,
cohort_106,TOUCHPOINT,2026-02-24T10:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,CLICK,,,,,,,
cohort_106,CONVERSION,2026-02-25T18:00:00Z,,,,,,US,adv_demo_001,12,5,5,385.70,1
cohort_107,TOUCHPOINT,2026-03-05T09:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_107,TOUCHPOINT,2026-03-06T10:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,VIDEO,IMPRESSION,,,,,,,
cohort_107,TOUCHPOINT,2026-03-07T11:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,CLICK,,,,,,,
cohort_107,CONVERSION,2026-03-08T18:00:00Z,,,,,,US,adv_demo_001,13,6,7,559.65,2
cohort_108,TOUCHPOINT,2026-03-15T09:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,CLICK,,,,,,,
cohort_108,TOUCHPOINT,2026-03-16T10:00:00Z,SPONSORED_DISPLAY,VIDEO,PRODUCT_PAGE,VIDEO,CLICK,,,,,,,
cohort_108,TOUCHPOINT,2026-03-17T11:00:00Z,SPONSORED_BRANDS,DISPLAY,REST_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_108,TOUCHPOINT,2026-03-18T12:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,,,,,,,
cohort_108,CONVERSION,2026-03-19T18:00:00Z,,,,,,US,adv_demo_001,14,9,10,711.00,2
cohort_109,TOUCHPOINT,2026-03-28T09:00:00Z,SPONSORED_BRANDS,DISPLAY,REST_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_109,TOUCHPOINT,2026-03-29T10:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,,,,,,,
cohort_109,CONVERSION,2026-03-30T18:00:00Z,,,,,,US,adv_demo_001,15,5,5,340.00,2
cohort_110,TOUCHPOINT,2026-01-12T09:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,IMPRESSION,,,,,,,
cohort_110,TOUCHPOINT,2026-01-13T10:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,,,,,,,
cohort_110,TOUCHPOINT,2026-01-14T11:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,CLICK,,,,,,,
cohort_110,CONVERSION,2026-01-15T18:00:00Z,,,,,,US,adv_demo_001,16,6,7,621.08,1
cohort_111,TOUCHPOINT,2026-01-22T09:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,CLICK,,,,,,,
cohort_111,TOUCHPOINT,2026-01-23T10:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,,,,,,,
cohort_111,TOUCHPOINT,2026-01-24T11:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,IMPRESSION,,,,,,,
cohort_111,TOUCHPOINT,2026-01-25T12:00:00Z,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,,,,,,,
cohort_111,CONVERSION,2026-01-26T18:00:00Z,,,,,,US,adv_demo_001,17,9,10,1036.87,3
cohort_112,TOUCHPOINT,2026-02-04T09:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,IMPRESSION,,,,,,,
cohort_112,TOUCHPOINT,2026-02-05T10:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,,,,,,,
cohort_112,CONVERSION,2026-02-06T18:00:00Z,,,,,,US,adv_demo_001,18,12,13,928.80,3
cohort_113,TOUCHPOINT,2026-02-14T09:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,CLICK,,,,,,,
cohort_113,TOUCHPOINT,2026-02-15T10:00:00Z,AMAZON_DSP,AUDIO,,,IMPRESSION,,,,,,,
cohort_113,TOUCHPOINT,2026-02-16T11:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,VIDEO,IMPRESSION,,,,,,,
cohort_113,CONVERSION,2026-02-17T18:00:00Z,,,,,,US,adv_demo_001,12,3,4,321.30,1
cohort_114,TOUCHPOINT,2026-02-24T09:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,VIDEO,IMPRESSION,,,,,,,
cohort_114,TOUCHPOINT,2026-02-25T10:00:00Z,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,,,,,,,
cohort_114,TOUCHPOINT,2026-02-26T11:00:00Z,SPONSORED_DISPLAY,VIDEO,PRODUCT_PAGE,VIDEO,CLICK,,,,,,,
cohort_114,TOUCHPOINT,2026-02-27T12:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_114,CONVERSION,2026-02-28T18:00:00Z,,,,,,US,adv_demo_001,13,5,5,430.50,1
cohort_115,TOUCHPOINT,2026-03-09T09:00:00Z,SPONSORED_DISPLAY,VIDEO,PRODUCT_PAGE,VIDEO,CLICK,,,,,,,
cohort_115,TOUCHPOINT,2026-03-10T10:00:00Z,AMAZON_DSP,ONLINE_VIDEO,,VIDEO,IMPRESSION,,,,,,,
cohort_115,CONVERSION,2026-03-11T18:00:00Z,,,,,,US,adv_demo_001,14,7,8,914.50,2
cohort_116,TOUCHPOINT,2026-03-19T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,,,,,,,
cohort_116,TOUCHPOINT,2026-03-20T10:00:00Z,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,,,,,,,
cohort_116,TOUCHPOINT,2026-03-21T11:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,,,,,,,
cohort_116,CONVERSION,2026-03-22T18:00:00Z,,,,,,US,adv_demo_001,15,9,10,653.26,2
cohort_117,TOUCHPOINT,2026-01-03T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,,,,,,,
cohort_117,TOUCHPOINT,2026-01-04T10:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_117,TOUCHPOINT,2026-01-05T11:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,,,,,,,
cohort_117,TOUCHPOINT,2026-01-06T12:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,IMPRESSION,,,,,,,
cohort_117,CONVERSION,2026-01-07T18:00:00Z,,,,,,US,adv_demo_001,16,4,4,363.99,1
cohort_118,TOUCHPOINT,2026-01-16T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,,,,,,,
cohort_118,TOUCHPOINT,2026-01-17T10:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,CLICK,,,,,,,
cohort_118,CONVERSION,2026-01-18T18:00:00Z,,,,,,US,adv_demo_001,17,7,8,647.80,2
cohort_119,TOUCHPOINT,2026-01-26T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,,,,,,,
cohort_119,TOUCHPOINT,2026-01-27T10:00:00Z,SPONSORED_BRANDS,DISPLAY,REST_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_119,TOUCHPOINT,2026-01-28T11:00:00Z,AMAZON_DSP,AUDIO,,,IMPRESSION,,,,,,,
cohort_119,CONVERSION,2026-01-29T18:00:00Z,,,,,,US,adv_demo_001,18,9,11,1004.63,2
cohort_120,TOUCHPOINT,2026-02-05T09:00:00Z,AMAZON_DSP,AUDIO,,,IMPRESSION,,,,,,,
cohort_120,TOUCHPOINT,2026-02-06T10:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,CLICK,,,,,,,
cohort_120,TOUCHPOINT,2026-02-07T11:00:00Z,AMAZON_DSP,ONLINE_VIDEO,,VIDEO,IMPRESSION,,,,,,,
cohort_120,TOUCHPOINT,2026-02-08T12:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,,,,,,,
cohort_120,CONVERSION,2026-02-09T18:00:00Z,,,,,,US,adv_demo_001,12,7,7,474.30,3
cohort_121,TOUCHPOINT,2026-02-18T09:00:00Z,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,,,,,,,
cohort_121,TOUCHPOINT,2026-02-19T10:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,IMPRESSION,,,,,,,
cohort_121,CONVERSION,2026-02-20T18:00:00Z,,,,,,US,adv_demo_001,13,4,5,366.70,1
cohort_122,TOUCHPOINT,2026-02-28T09:00:00Z,AMAZON_DSP,ONLINE_VIDEO,,VIDEO,IMPRESSION,,,,,,,
cohort_122,TOUCHPOINT,2026-03-01T10:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,CLICK,,,,,,,
cohort_122,TOUCHPOINT,2026-03-02T11:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_122,CONVERSION,2026-03-03T18:00:00Z,,,,,,US,adv_demo_001,14,6,6,504.30,2
cohort_123,TOUCHPOINT,2026-03-10T09:00:00Z,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,,,,,,,
cohort_123,TOUCHPOINT,2026-03-11T10:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,VIDEO,IMPRESSION,,,,,,,
cohort_123,TOUCHPOINT,2026-03-12T11:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,CLICK,,,,,,,
cohort_123,TOUCHPOINT,2026-03-13T12:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,,,,,,,
cohort_123,CONVERSION,2026-03-14T18:00:00Z,,,,,,US,adv_demo_001,15,8,9,644.40,2
cohort_124,TOUCHPOINT,2026-03-23T09:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_124,TOUCHPOINT,2026-03-24T10:00:00Z,SPONSORED_DISPLAY,VIDEO,PRODUCT_PAGE,VIDEO,CLICK,,,,,,,
cohort_124,CONVERSION,2026-03-25T18:00:00Z,,,,,,US,adv_demo_001,16,9,11,932.80,3
cohort_125,TOUCHPOINT,2026-01-07T09:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,CLICK,,,,,,,
cohort_125,TOUCHPOINT,2026-01-08T10:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,,,,,,,
cohort_125,TOUCHPOINT,2026-01-09T11:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,IMPRESSION,,,,,,,
cohort_125,CONVERSION,2026-01-10T18:00:00Z,,,,,,US,adv_demo_001,17,5,5,466.38,2
cohort_126,TOUCHPOINT,2026-01-17T09:00:00Z,SPONSORED_BRANDS,DISPLAY,REST_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_126,TOUCHPOINT,2026-01-18T10:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,,,,,,,
cohort_126,TOUCHPOINT,2026-01-19T11:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,CLICK,,,,,,,
cohort_126,TOUCHPOINT,2026-01-20T12:00:00Z,AMAZON_DSP,ONLINE_VIDEO,,VIDEO,IMPRESSION,,,,,,,
cohort_126,CONVERSION,2026-01-21T18:00:00Z,,,,,,US,adv_demo_001,18,7,8,920.40,2
cohort_127,TOUCHPOINT,2026-01-30T09:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,IMPRESSION,,,,,,,
cohort_127,TOUCHPOINT,2026-01-31T10:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,,,,,,,
cohort_127,CONVERSION,2026-02-01T18:00:00Z,,,,,,US,adv_demo_001,12,5,6,426.60,2
cohort_128,TOUCHPOINT,2026-02-09T09:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,CLICK,,,,,,,
cohort_128,TOUCHPOINT,2026-02-10T10:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,,,,,,,
cohort_128,TOUCHPOINT,2026-02-11T11:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,CLICK,,,,,,,
cohort_128,CONVERSION,2026-02-12T18:00:00Z,,,,,,US,adv_demo_001,13,8,8,604.20,1
cohort_129,TOUCHPOINT,2026-02-19T09:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,IMPRESSION,,,,,,,
cohort_129,TOUCHPOINT,2026-02-20T10:00:00Z,AMAZON_DSP,AUDIO,,,IMPRESSION,,,,,,,
cohort_129,TOUCHPOINT,2026-02-21T11:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,VIDEO,IMPRESSION,,,,,,,
cohort_129,TOUCHPOINT,2026-02-22T12:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,CLICK,,,,,,,
cohort_129,CONVERSION,2026-02-23T18:00:00Z,,,,,,US,adv_demo_001,14,4,4,323.90,2
cohort_130,TOUCHPOINT,2026-03-04T09:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,CLICK,,,,,,,
cohort_130,TOUCHPOINT,2026-03-05T10:00:00Z,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,,,,,,,
cohort_130,CONVERSION,2026-03-06T18:00:00Z,,,,,,US,adv_demo_001,15,5,5,535.50,0
cohort_131,TOUCHPOINT,2026-03-14T09:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,VIDEO,IMPRESSION,,,,,,,
cohort_131,TOUCHPOINT,2026-03-15T10:00:00Z,AMAZON_DSP,ONLINE_VIDEO,,VIDEO,IMPRESSION,,,,,,,
cohort_131,TOUCHPOINT,2026-03-16T11:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,,,,,,,
cohort_131,CONVERSION,2026-03-17T18:00:00Z,,,,,,US,adv_demo_001,16,8,8,561.00,3
cohort_132,TOUCHPOINT,2026-03-24T09:00:00Z,SPONSORED_DISPLAY,VIDEO,PRODUCT_PAGE,VIDEO,CLICK,,,,,,,
cohort_132,TOUCHPOINT,2026-03-25T10:00:00Z,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,,,,,,,
cohort_132,TOUCHPOINT,2026-03-26T11:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,,,,,,,
cohort_132,TOUCHPOINT,2026-03-27T12:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,CLICK,,,,,,,
cohort_132,CONVERSION,2026-03-28T18:00:00Z,,,,,,US,adv_demo_001,17,11,13,1157.98,2
cohort_133,TOUCHPOINT,2026-01-11T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,,,,,,,
cohort_133,TOUCHPOINT,2026-01-12T10:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_133,CONVERSION,2026-01-13T18:00:00Z,,,,,,US,adv_demo_001,18,5,6,479.70,2
cohort_134,TOUCHPOINT,2026-01-21T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,,,,,,,
cohort_134,TOUCHPOINT,2026-01-22T10:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,CLICK,,,,,,,
cohort_134,TOUCHPOINT,2026-01-23T11:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,,,,,,,
cohort_134,CONVERSION,2026-01-24T18:00:00Z,,,,,,US,adv_demo_001,12,4,5,345.60,1
cohort_135,TOUCHPOINT,2026-01-31T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,,,,,,,
cohort_135,TOUCHPOINT,2026-02-01T10:00:00Z,SPONSORED_BRANDS,DISPLAY,REST_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
cohort_135,TOUCHPOINT,2026-02-02T11:00:00Z,AMAZON_DSP,AUDIO,,,IMPRESSION,,,,,,,
cohort_135,TOUCHPOINT,2026-02-03T12:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,VIDEO,IMPRESSION,,,,,,,
cohort_135,CONVERSION,2026-02-04T18:00:00Z,,,,,,US,adv_demo_001,13,6,7,579.60,2
cohort_136,TOUCHPOINT,2026-02-13T09:00:00Z,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,,,,,,,
cohort_136,TOUCHPOINT,2026-02-14T10:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,IMPRESSION,,,,,,,
cohort_136,CONVERSION,2026-02-15T18:00:00Z,,,,,,US,adv_demo_001,14,8,9,800.79,2
coverage_202601_01,TOUCHPOINT,2026-01-02T08:00:00Z,AMAZON_DSP,AUDIO,,,IMPRESSION,,,,,,,
coverage_202601_01,CONVERSION,2026-01-02T18:00:00Z,,,,,,US,adv_demo_001,30,0,0,0.00,0
coverage_202601_02,TOUCHPOINT,2026-01-02T08:00:00Z,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,,,,,,,
coverage_202601_02,CONVERSION,2026-01-02T18:00:00Z,,,,,,US,adv_demo_001,30,0,0,0.00,0
coverage_202601_03,TOUCHPOINT,2026-01-02T08:00:00Z,AMAZON_DSP,ONLINE_VIDEO,,VIDEO,IMPRESSION,,,,,,,
coverage_202601_03,CONVERSION,2026-01-02T18:00:00Z,,,,,,US,adv_demo_001,30,0,0,0.00,0
coverage_202601_04,TOUCHPOINT,2026-01-02T08:00:00Z,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,,,,,,,
coverage_202601_04,CONVERSION,2026-01-02T18:00:00Z,,,,,,US,adv_demo_001,30,0,0,0.00,0
coverage_202601_05,TOUCHPOINT,2026-01-02T08:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
coverage_202601_05,CONVERSION,2026-01-02T18:00:00Z,,,,,,US,adv_demo_001,30,0,0,0.00,0
coverage_202601_06,TOUCHPOINT,2026-01-02T08:00:00Z,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,CLICK,,,,,,,
coverage_202601_06,CONVERSION,2026-01-02T18:00:00Z,,,,,,US,adv_demo_001,30,0,0,0.00,0
coverage_202601_07,TOUCHPOINT,2026-01-02T08:00:00Z,SPONSORED_BRANDS,DISPLAY,REST_OF_SEARCH,IMAGE,IMPRESSION,,,,,,,
coverage_202601_07,CONVERSION,2026-01-02T18:00:00Z,,,,,,US,adv_demo_001,30,0,0,0.00,0
coverage_202601_08,TOUCHPOINT,2026-01-02T08:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,IMPRESSION,,,,,,,
coverage_202601_08,CONVERSION,2026-01-02T18:00:00Z,,,,,,US,adv_demo_001,30,0,0,0.00,0
coverage_202601_09,TOUCHPOINT,2026-01-02T08:00:00Z,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,CLICK,,,,,,,
coverage_202601_09,CONVERSION,2026-01-02T18:00:00Z,,,,,,US,adv_demo_001,30,0,0,0.00,0
coverage_202601_10,TOUCHPOINT,2026-01-02T08:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,IMPRESSION,,,,,,,
coverage_202601_10,CONVERSION,2026-01-02T18:00:00Z,,,,,,US,adv_demo_001,30,0,0,0.00,0
coverage_202601_11,TOUCHPOINT,2026-01-02T08:00:00Z,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,CLICK,,,,,,,
coverage_202601_11,CONVERSION,2026-01-02T18:00:00Z,,,,,,US,adv_demo_001,30,0,0,0.00,0
